,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
7323,West,2265.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,61,5.0,21,0.0,1,Personal Auto,Personal,Offer1,Branch,293.0,Four-Door Car,Medsize,January
7324,North_West,2918.0,No,Basic,High School or Below,Employed,F,51622,Suburban,Divorced,74,29.0,32,0.0,1,Corporate Auto,Corporate,Offer1,Agent,355.0,Four-Door Car,Small,January
7325,Central,4871.0,No,Basic,College,Employed,M,72648,Rural,Married,61,0.0,78,0.0,3,Personal Auto,Personal,Offer3,Agent,121.0,Four-Door Car,Large,January
7326,North_West,4669.0,Yes,Premium,High School or Below,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal,Offer2,Call Center,557.0,Two-Door Car,Small,February
7327,North_West,4102.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,112,31.0,21,0.0,1,Corporate Auto,Corporate,Offer3,Agent,538.0,Four-Door Car,Small,February
7328,West,4744.0,No,Basic,College,Employed,M,70082,Suburban,Married,119,17.0,23,0.0,1,Personal Auto,Personal,Offer1,Web,571.0,Four-Door Car,Small,February
7329,North_West,3540.0,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,99,13.0,87,0.0,1,Personal Auto,Personal,Offer1,Web,1159.0,Four-Door Car,Medsize,January
7330,Central,3661.0,No,Extended,Bachelor,Employed,M,64495,Urban,Married,92,34.0,30,0.0,1,Corporate Auto,Corporate,Offer4,Web,252.0,Four-Door Car,Medsize,January
7331,North_West,6234.0,No,Extended,Bachelor,Unemployed,M,0,Rural,Married,82,26.0,12,0.0,3,Personal Auto,Personal,Offer1,Branch,193.0,Two-Door Car,Large,February
7332,West,11435.0,No,Basic,College,Disabled,F,12470,Suburban,Married,103,30.0,52,1.0,2,Corporate Auto,Corporate,Offer1,Agent,619.0,Four-Door Car,Medsize,January
7333,West,4968.0,No,Basic,College,Employed,F,28524,Suburban,Married,62,26.0,45,0.0,3,Personal Auto,Personal,Offer2,Web,298.0,Four-Door Car,Medsize,January
7334,West,7126.0,No,Extended,Master,Medical Leave,F,22490,Rural,Married,90,8.0,96,0.0,3,Personal Auto,Personal,Offer1,Agent,89.0,Two-Door Car,Large,February
7335,West,6954.0,No,Extended,High School or Below,Employed,F,43221,Urban,Married,87,33.0,51,0.0,3,Special Auto,Special,Offer1,Branch,399.0,Four-Door Car,Large,February
7336,Central,5631.0,No,Basic,High School or Below,Employed,M,72874,Suburban,Married,70,26.0,31,0.0,3,Special Auto,Special,Offer3,Branch,336.0,Four-Door Car,Small,January
7337,West,11172.0,No,Basic,High School or Below,Disabled,M,14533,Suburban,Single,63,4.0,20,0.0,2,Personal Auto,Personal,Offer1,Branch,302.0,Four-Door Car,Medsize,January
7338,Central,5086.0,No,Basic,Bachelor,Employed,F,31546,Rural,Divorced,65,4.0,83,0.0,3,Personal Auto,Personal,Offer1,Branch,100.0,Four-Door Car,Medsize,February
7339,North_West,9597.0,No,Extended,Bachelor,Employed,F,38736,Suburban,Divorced,81,7.0,35,0.0,2,Personal Auto,Personal,Offer1,Call Center,561.0,Two-Door Car,Small,February
7340,North_West,8827.0,No,Basic,Bachelor,Employed,F,28463,Urban,Married,113,0.0,45,2.0,3,Personal Auto,Personal,Offer3,Call Center,324.0,Four-Door Car,Medsize,January
7341,North_West,6862.0,No,Extended,College,Employed,M,30816,Urban,Married,87,10.0,43,0.0,3,Personal Auto,Personal,Offer3,Call Center,238.0,Two-Door Car,Medsize,February
7342,Central,4704.0,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,137,11.0,73,0.0,1,Personal Auto,Personal,Offer3,Agent,1554.0,Four-Door Car,Medsize,January
7343,North_West,4506.0,No,Basic,Bachelor,Medical Leave,M,20284,Suburban,Single,65,14.0,84,1.0,3,Personal Auto,Personal,Offer1,Agent,533.0,Four-Door Car,Medsize,February
7344,Central,2309.0,No,Basic,Bachelor,Medical Leave,M,20811,Suburban,Married,61,33.0,61,0.0,1,Personal Auto,Personal,Offer2,Agent,293.0,Four-Door Car,Medsize,January
7345,West,8920.0,No,Premium,High School or Below,Employed,F,40867,Suburban,Married,112,21.0,98,0.0,3,Corporate Auto,Corporate,Offer1,Branch,538.0,Two-Door Car,Large,January
7346,North_West,5189.0,No,Extended,Bachelor,Employed,M,82166,Suburban,Single,134,9.0,43,3.0,1,Personal Auto,Personal,Offer4,Agent,643.0,Four-Door Car,Medsize,February
7347,West,2671.0,No,Basic,Master,Medical Leave,F,23305,Rural,Married,68,25.0,26,0.0,1,Personal Auto,Personal,Offer2,Branch,127.0,Four-Door Car,Medsize,January
7348,Central,2396.0,No,Basic,College,Employed,M,38460,Urban,Divorced,61,11.0,98,0.0,1,Personal Auto,Personal,Offer1,Branch,191.0,Four-Door Car,Medsize,February
7349,West,2880.0,No,Basic,College,Employed,M,42247,Suburban,Divorced,74,4.0,52,0.0,1,Personal Auto,Personal,Offer3,Web,355.0,Two-Door Car,Small,January
7350,West,6105.0,No,Extended,High School or Below,Employed,M,62455,Urban,Married,77,27.0,85,1.0,3,Personal Auto,Personal,Offer2,Branch,338.0,Two-Door Car,Small,February
7351,West,5503.0,No,Basic,Bachelor,Employed,F,76839,Suburban,Married,68,12.0,85,0.0,3,Personal Auto,Personal,Offer1,Call Center,326.0,Four-Door Car,Medsize,February
7352,West,5756.0,No,Basic,College,Employed,M,97607,Rural,Married,71,2.0,67,0.0,3,Personal Auto,Personal,Offer2,Branch,60.0,Two-Door Car,Medsize,January
7353,West,6779.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,96,2.0,84,0.0,3,Personal Auto,Personal,Offer2,Agent,461.0,Four-Door Car,Small,February
7354,North_West,7507.0,Yes,Basic,College,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal,Offer2,Agent,231.0,Two-Door Car,Medsize,February
7355,West,9263.0,No,Premium,Bachelor,Employed,F,23377,Suburban,Married,116,15.0,19,0.0,3,Personal Auto,Personal,Offer2,Web,557.0,Four-Door Car,Medsize,January
7356,West,8314.0,No,Basic,High School or Below,Employed,M,40447,Urban,Married,105,1.0,79,0.0,3,Personal Auto,Personal,Offer1,Agent,378.0,Four-Door Car,Medsize,January
7357,Central,4038.0,No,Premium,Bachelor,Medical Leave,M,21586,Suburban,Married,106,6.0,5,0.0,1,Personal Auto,Personal,Offer1,Branch,1056.0,Two-Door Car,Small,January
7358,Central,6439.0,No,Extended,Bachelor,Employed,F,90035,Rural,Married,80,28.0,38,0.0,3,Personal Auto,Personal,Offer2,Call Center,142.0,Four-Door Car,Medsize,February
7359,Central,8041.0,No,Basic,High School or Below,Employed,M,44986,Suburban,Married,101,14.0,83,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,624.0,Four-Door Car,Medsize,February
7360,West,6406.0,No,Extended,High School or Below,Employed,M,48131,Suburban,Divorced,82,6.0,86,0.0,3,Personal Auto,Personal,Offer1,Call Center,394.0,Four-Door Car,Medsize,January
7361,Central,10394.0,No,Extended,College,Employed,F,22601,Suburban,Married,88,1.0,41,0.0,2,Personal Auto,Personal,Offer3,Branch,634.0,Four-Door Car,Medsize,January
7362,West,5994.0,No,Basic,Master,Employed,F,74284,Urban,Married,74,27.0,5,0.0,3,Personal Auto,Personal,Offer3,Call Center,268.0,Four-Door Car,Medsize,February
7363,Central,7787.0,No,Basic,High School or Below,Medical Leave,M,24664,Suburban,Married,69,12.0,15,0.0,2,Corporate Auto,Corporate,Offer2,Agent,497.0,Four-Door Car,Medsize,January
7364,Central,8006.0,No,Basic,College,Employed,M,63357,Suburban,Married,101,26.0,42,0.0,3,Personal Auto,Personal,Offer2,Agent,566.0,Four-Door Car,Medsize,February
7365,Central,7201.0,Yes,Basic,College,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Corporate Auto,Corporate,Offer2,Agent,317.0,Four-Door Car,Medsize,January
7366,Central,2459.0,No,Basic,College,Unemployed,M,0,Suburban,Single,71,21.0,8,1.0,1,Personal Auto,Personal,Offer1,Agent,511.0,Two-Door Car,Medsize,February
7367,East,11665.0,No,Basic,College,Employed,F,84978,Rural,Married,72,12.0,51,1.0,2,Corporate Auto,Corporate,Offer1,Agent,167.0,Four-Door Car,Large,February
7368,West,2108.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,61,8.0,91,0.0,1,Personal Auto,Personal,Offer1,Agent,352.0,Two-Door Car,Medsize,January
7369,West,6896.0,No,Basic,College,Unemployed,M,0,Suburban,Single,68,10.0,53,0.0,2,Personal Auto,Personal,Offer3,Agent,326.0,Two-Door Car,Medsize,January
7370,North_West,9727.0,No,Extended,Master,Employed,F,72236,Suburban,Married,80,2.0,29,0.0,2,Personal Auto,Personal,Offer2,Call Center,518.0,Four-Door Car,Medsize,January
7371,Central,3879.0,No,Extended,Bachelor,Employed,F,84981,Rural,Married,96,6.0,96,0.0,1,Personal Auto,Personal,Offer1,Agent,5.0,Four-Door Car,Small,February
7372,Central,43290.0,No,Extended,College,Medical Leave,M,23203,Suburban,Single,132,21.0,71,0.0,2,Personal Auto,Personal,Offer1,Agent,1159.0,Four-Door Car,Medsize,January
7373,Central,5097.0,Yes,Basic,Master,Disabled,F,22886,Suburban,Divorced,65,9.0,81,0.0,3,Corporate Auto,Corporate,Offer1,Agent,312.0,Four-Door Car,Small,January
7374,East,10409.0,Yes,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Personal Auto,Personal,Offer1,Branch,524.0,Four-Door Car,Medsize,February
7375,West,6177.0,No,Extended,High School or Below,Employed,M,49529,Urban,Married,78,4.0,78,0.0,3,Personal Auto,Personal,Offer4,Agent,235.0,Two-Door Car,Medsize,January
7376,West,7556.0,No,Premium,College,Unemployed,M,0,Suburban,Single,114,19.0,50,0.0,3,Personal Auto,Personal,Offer1,Branch,821.0,Four-Door Car,Medsize,February
7377,Central,3923.0,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,108,2.0,38,0.0,1,Personal Auto,Personal,Offer3,Branch,913.0,Four-Door Car,Small,February
7378,Central,13467.0,Yes,Basic,High School or Below,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Special Auto,Special,Offer2,Agent,571.0,Four-Door Car,Small,February
7379,Central,5171.0,No,Extended,High School or Below,Employed,M,53603,Suburban,Married,132,30.0,1,1.0,1,Personal Auto,Personal,Offer1,Branch,697.0,Sports Car,Medsize,January
7380,Central,13094.0,No,Basic,Bachelor,Employed,M,37541,Rural,Married,109,10.0,31,0.0,2,Corporate Auto,Corporate,Offer1,Branch,96.0,Four-Door Car,Large,January
7381,North_West,8456.0,No,Basic,College,Employed,F,89918,Urban,Married,105,15.0,72,0.0,3,Personal Auto,Personal,Offer1,Branch,367.0,Four-Door Car,Medsize,January
7382,Central,6639.0,No,Extended,Bachelor,Employed,F,72661,Suburban,Married,83,17.0,21,1.0,3,Personal Auto,Personal,Offer1,Branch,398.0,Four-Door Car,Small,February
7383,North_West,2514.0,No,Basic,High School or Below,Medical Leave,F,23504,Suburban,Single,69,19.0,56,0.0,1,Corporate Auto,Corporate,Offer1,Agent,374.0,Two-Door Car,Small,January
7384,Central,7424.0,No,Basic,Master,Employed,F,36639,Suburban,Divorced,62,16.0,34,0.0,2,Personal Auto,Personal,Offer1,Call Center,298.0,Four-Door Car,Small,February
7385,Central,2672.0,No,Basic,High School or Below,Employed,M,62452,Suburban,Married,67,1.0,9,0.0,1,Corporate Auto,Corporate,Offer2,Branch,408.0,Two-Door Car,Medsize,February
7386,West,11982.0,No,Basic,High School or Below,Employed,M,42995,Urban,Married,101,10.0,22,0.0,2,Personal Auto,Personal,Offer3,Call Center,411.0,Four-Door Car,Medsize,February
7387,Central,7039.0,No,Extended,High School or Below,Employed,F,24239,Rural,Married,88,25.0,5,0.0,3,Personal Auto,Personal,Offer4,Call Center,48.0,Four-Door Car,Medsize,February
7388,Central,5799.0,No,Basic,High School or Below,Employed,F,65538,Urban,Married,72,24.0,86,0.0,3,Personal Auto,Personal,Offer4,Web,261.0,Four-Door Car,Small,January
7389,Central,5176.0,No,Basic,Master,Employed,F,91475,Rural,Divorced,64,28.0,35,0.0,3,Personal Auto,Personal,Offer1,Agent,73.0,Four-Door Car,Medsize,January
7390,West,5125.0,No,Extended,Doctor,Unemployed,F,0,Suburban,Divorced,134,13.0,56,0.0,1,Personal Auto,Personal,Offer3,Web,643.0,Four-Door Car,Medsize,January
7391,Central,8578.0,No,Premium,High School or Below,Employed,F,78077,Urban,Married,107,11.0,47,2.0,3,Personal Auto,Personal,Offer2,Branch,438.0,Four-Door Car,Medsize,January
7392,Central,7324.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,104,10.0,74,0.0,3,Special Auto,Special,Offer2,Branch,1114.0,Four-Door Car,Small,January
7393,Central,3919.0,Yes,Extended,High School or Below,Employed,F,66676,Suburban,Married,97,0.0,40,0.0,1,Personal Auto,Personal,Offer3,Agent,558.0,Four-Door Car,Small,January
7394,Central,9779.0,No,Extended,Bachelor,Employed,F,99364,Suburban,Married,121,3.0,37,0.0,3,Personal Auto,Personal,Offer4,Web,581.0,Sports Car,Small,January
7395,West,11014.0,No,Extended,College,Employed,F,67575,Urban,Married,91,27.0,85,0.0,2,Personal Auto,Personal,Offer1,Agent,402.0,Four-Door Car,Medsize,February
7396,North_West,8621.0,No,Extended,College,Unemployed,F,0,Suburban,Single,87,12.0,12,1.0,2,Personal Auto,Personal,Offer1,Call Center,418.0,Four-Door Car,Medsize,February
7397,West,5621.0,No,Basic,Doctor,Employed,M,21142,Rural,Single,71,16.0,79,0.0,3,Personal Auto,Personal,Offer1,Agent,79.0,Two-Door Car,Large,February
7398,Central,3800.0,No,Premium,College,Unemployed,F,0,Suburban,Married,102,1.0,99,0.0,1,Personal Auto,Personal,Offer1,Branch,490.0,Four-Door Car,Large,January
7399,North_West,14749.0,No,Extended,High School or Below,Employed,M,31226,Suburban,Married,93,31.0,68,0.0,2,Personal Auto,Personal,Offer1,Agent,446.0,Four-Door Car,Medsize,February
7400,Central,26463.0,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,82,15.0,88,2.0,2,Corporate Auto,Corporate,Offer1,Agent,511.0,Four-Door Car,Medsize,February
7401,West,7620.0,No,Basic,College,Employed,M,64749,Urban,Married,64,24.0,59,0.0,2,Special Auto,Special,Offer2,Branch,303.0,Four-Door Car,Medsize,February
7402,North_West,11212.0,No,Extended,College,Employed,F,41121,Suburban,Divorced,94,20.0,56,0.0,2,Personal Auto,Personal,Offer1,Call Center,451.0,Four-Door Car,Medsize,January
7403,North_West,2570.0,No,Basic,Bachelor,Employed,F,44940,Urban,Single,65,1.0,67,0.0,1,Corporate Auto,Corporate,Offer1,Agent,284.0,Four-Door Car,Medsize,February
7404,Central,9553.0,No,Premium,College,Unemployed,M,0,Suburban,Single,146,20.0,14,0.0,3,Corporate Auto,Corporate,Offer1,Agent,1051.0,Four-Door Car,Medsize,January
7405,West,5229.0,No,Basic,High School or Below,Employed,F,69545,Suburban,Married,65,17.0,97,0.0,3,Corporate Auto,Corporate,Offer1,Call Center,312.0,Four-Door Car,Medsize,January
7406,North_West,13979.0,No,Premium,High School or Below,Employed,M,33617,Suburban,Married,117,6.0,12,0.0,2,Personal Auto,Personal,Offer1,Agent,762.0,Four-Door Car,Medsize,January
7407,West,5891.0,No,Basic,High School or Below,Employed,M,76875,Rural,Married,73,21.0,4,0.0,3,Personal Auto,Personal,Offer3,Agent,17.0,Four-Door Car,Medsize,January
7408,West,4356.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,22.0,22,0.0,3,Personal Auto,Personal,Offer4,Branch,461.0,Two-Door Car,Medsize,January
7409,West,2538.0,No,Basic,Master,Unemployed,M,0,Suburban,Married,68,32.0,28,0.0,1,Corporate Auto,Corporate,Offer2,Branch,326.0,Four-Door Car,Medsize,February
7410,West,11572.0,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,166,4.0,49,0.0,3,Special Auto,Special,Offer1,Agent,1195.0,Sports Car,Medsize,January
7411,Central,4606.0,No,Basic,College,Employed,M,47481,Suburban,Married,116,20.0,39,0.0,1,Personal Auto,Personal,Offer4,Call Center,557.0,Four-Door Car,Medsize,January
7412,East,13372.0,No,Premium,High School or Below,Employed,F,88706,Suburban,Married,110,14.0,72,1.0,2,Corporate Auto,Corporate,Offer3,Branch,528.0,Two-Door Car,Small,February
7413,West,7265.0,No,Extended,Bachelor,Medical Leave,F,12075,Suburban,Married,94,16.0,23,0.0,3,Personal Auto,Personal,Offer1,Branch,451.0,Four-Door Car,Medsize,February
7414,West,2705.0,No,Basic,Master,Retired,F,24173,Urban,Married,70,16.0,96,0.0,1,Personal Auto,Personal,Offer3,Web,181.0,Four-Door Car,Medsize,January
7415,West,2462.0,No,Basic,Bachelor,Medical Leave,F,12222,Suburban,Married,67,8.0,70,1.0,1,Corporate Auto,Corporate,Offer3,Agent,322.0,Two-Door Car,Medsize,January
7416,West,9808.0,No,Extended,College,Unemployed,F,0,Suburban,Married,135,18.0,48,0.0,3,Personal Auto,Personal,Offer1,Branch,970.0,Sports Car,Medsize,January
7417,North_West,2457.0,No,Basic,Master,Employed,F,50979,Urban,Married,61,25.0,45,1.0,1,Personal Auto,Personal,Offer1,Branch,263.0,Two-Door Car,Medsize,January
7418,North_West,3850.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,10.0,32,0.0,1,Personal Auto,Personal,Offer1,Agent,763.0,Sports Car,Medsize,January
7419,West,6377.0,No,Extended,Bachelor,Employed,M,27835,Suburban,Divorced,81,18.0,46,0.0,3,Personal Auto,Personal,Offer1,Branch,529.0,Two-Door Car,Medsize,February
7420,West,8682.0,No,Basic,College,Medical Leave,M,10540,Suburban,Married,115,33.0,76,0.0,3,Corporate Auto,Corporate,Offer1,Agent,552.0,Four-Door Car,Medsize,February
7421,West,7530.0,No,Basic,College,Employed,M,52774,Rural,Married,66,16.0,26,4.0,2,Corporate Auto,Corporate,Offer2,Web,78.0,Two-Door Car,Large,January
7422,North_West,9394.0,No,Premium,Master,Employed,F,39770,Suburban,Married,117,11.0,37,0.0,3,Personal Auto,Personal,Offer3,Agent,562.0,Two-Door Car,Medsize,January
7423,North_West,5039.0,No,Extended,High School or Below,Employed,F,72919,Suburban,Married,130,20.0,22,5.0,1,Personal Auto,Personal,Offer4,Agent,936.0,Four-Door Car,Small,February
7424,Central,10707.0,No,Basic,Bachelor,Employed,F,55436,Suburban,Divorced,67,7.0,44,0.0,2,Personal Auto,Personal,Offer3,Agent,322.0,Four-Door Car,Small,January
7425,West,9927.0,No,Extended,College,Medical Leave,M,19592,Suburban,Divorced,92,31.0,63,0.0,2,Personal Auto,Personal,Offer4,Web,442.0,Four-Door Car,Medsize,January
7426,West,2294.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,62,5.0,31,0.0,1,Personal Auto,Personal,Offer3,Branch,298.0,Two-Door Car,Medsize,February
7427,West,3238.0,Yes,Extended,Master,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Corporate Auto,Corporate,Offer3,Agent,326.0,Four-Door Car,Medsize,January
7428,Central,2601.0,No,Basic,High School or Below,Employed,F,80584,Suburban,Divorced,65,33.0,17,0.0,1,Personal Auto,Personal,Offer4,Branch,312.0,Two-Door Car,Small,January
7429,East,4686.0,No,Premium,Doctor,Employed,M,77678,Suburban,Married,116,32.0,81,0.0,1,Personal Auto,Personal,Offer1,Call Center,741.0,Two-Door Car,Small,January
7430,North_West,2614.0,No,Basic,Master,Employed,M,65186,Rural,Married,65,29.0,27,0.0,1,Personal Auto,Personal,Offer2,Web,5.0,Two-Door Car,Large,February
7431,Central,2564.0,No,Basic,Bachelor,Unemployed,F,0,Rural,Married,69,13.0,74,0.0,1,Personal Auto,Personal,Offer4,Web,98.0,Four-Door Car,Medsize,January
7432,Central,2433.0,No,Basic,College,Unemployed,M,0,Suburban,Divorced,71,31.0,79,0.0,1,Corporate Auto,Corporate,Offer1,Agent,493.0,Four-Door Car,Medsize,January
7433,West,5575.0,No,Basic,College,Medical Leave,F,18892,Rural,Married,73,33.0,76,0.0,3,Personal Auto,Personal,Offer1,Web,107.0,Four-Door Car,Medsize,January
7434,North_West,31222.0,No,Premium,College,Employed,M,42780,Suburban,Divorced,113,10.0,27,1.0,2,Personal Auto,Personal,Offer1,Call Center,542.0,Four-Door Car,Medsize,January
7435,Central,6944.0,No,Basic,Bachelor,Disabled,F,25612,Suburban,Married,61,12.0,52,0.0,2,Personal Auto,Personal,Offer4,Call Center,293.0,Two-Door Car,Small,February
7436,North_West,19582.0,No,Basic,Doctor,Medical Leave,F,26463,Suburban,Married,72,28.0,93,0.0,2,Corporate Auto,Corporate,Offer1,Branch,346.0,Four-Door Car,Medsize,January
7437,West,2733.0,No,Basic,High School or Below,Employed,F,86650,Urban,Single,69,7.0,64,2.0,1,Personal Auto,Personal,Offer1,Web,324.0,Two-Door Car,Medsize,January
7438,East,9697.0,No,Extended,College,Employed,F,86830,Urban,Single,123,18.0,5,0.0,3,Personal Auto,Personal,Offer1,Agent,481.0,Four-Door Car,Medsize,February
7439,Central,13083.0,No,Basic,Bachelor,Employed,M,73060,Suburban,Married,108,9.0,78,0.0,2,Special Auto,Special,Offer2,Call Center,518.0,Four-Door Car,Medsize,February
7440,Central,8124.0,No,Basic,Doctor,Medical Leave,M,12617,Suburban,Divorced,108,5.0,43,0.0,3,Personal Auto,Personal,Offer1,Branch,649.0,Four-Door Car,Medsize,February
7441,Central,9068.0,No,Premium,College,Employed,M,78250,Suburban,Married,114,7.0,66,0.0,3,Personal Auto,Personal,Offer2,Branch,547.0,Four-Door Car,Medsize,January
7442,West,7519.0,No,Basic,Bachelor,Employed,F,32397,Rural,Married,190,14.0,95,0.0,1,Corporate Auto,Corporate,Offer1,Agent,335.0,Luxury Car,Small,January
7443,West,9190.0,No,Basic,Doctor,Employed,M,99443,Rural,Married,117,6.0,6,4.0,3,Personal Auto,Personal,Offer3,Branch,228.0,Four-Door Car,Medsize,February
7444,North_West,67907.0,No,Premium,Bachelor,Employed,M,78310,Rural,Married,192,34.0,18,1.0,2,Personal Auto,Personal,Offer1,Agent,152.0,Sports Car,Medsize,February
7445,North_West,8697.0,No,Basic,High School or Below,Employed,M,91423,Urban,Married,109,3.0,71,1.0,3,Personal Auto,Personal,Offer1,Web,436.0,Four-Door Car,Medsize,February
7446,Central,35444.0,No,Extended,College,Employed,M,96853,Suburban,Divorced,98,34.0,68,0.0,2,Personal Auto,Personal,Offer1,Call Center,566.0,Two-Door Car,Medsize,January
7447,West,5166.0,No,Basic,High School or Below,Employed,M,43461,Suburban,Married,64,24.0,47,0.0,3,Personal Auto,Personal,Offer3,Branch,307.0,Two-Door Car,Large,February
7448,West,7849.0,No,Extended,College,Employed,F,54431,Urban,Married,97,19.0,62,0.0,3,Personal Auto,Personal,Offer1,Agent,284.0,Four-Door Car,Medsize,February
7449,North_West,5140.0,No,Extended,College,Retired,M,26952,Suburban,Divorced,76,1.0,0,1.0,3,Corporate Auto,Corporate,Offer1,Branch,365.0,Four-Door Car,Medsize,January
7450,West,2615.0,No,Basic,Bachelor,Employed,F,24914,Rural,Married,66,6.0,90,0.0,1,Personal Auto,Personal,Offer2,Web,139.0,Four-Door Car,Medsize,February
7451,North_West,8550.0,No,Basic,College,Employed,M,21733,Suburban,Single,73,17.0,37,0.0,2,Corporate Auto,Corporate,Offer2,Web,526.0,Four-Door Car,Medsize,February
7452,Central,10057.0,No,Extended,Bachelor,Disabled,M,16097,Suburban,Single,139,7.0,6,0.0,3,Personal Auto,Personal,Offer1,Branch,1001.0,Sports Car,Medsize,January
7453,North_West,3861.0,Yes,Extended,College,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal,Offer2,Branch,281.0,Four-Door Car,Medsize,January
7454,West,2692.0,No,Basic,Bachelor,Employed,M,34322,Suburban,Married,70,20.0,46,2.0,1,Corporate Auto,Corporate,Offer2,Agent,336.0,Four-Door Car,Medsize,January
7455,West,2441.0,No,Basic,College,Unemployed,F,0,Suburban,Married,65,7.0,28,0.0,1,Personal Auto,Personal,Offer2,Branch,312.0,Four-Door Car,Medsize,February
7456,North_West,4549.0,No,Basic,Bachelor,Medical Leave,F,23650,Rural,Married,61,5.0,10,2.0,3,Personal Auto,Personal,Offer1,Agent,14.0,Four-Door Car,Medsize,January
7457,West,4468.0,No,Basic,College,Unemployed,M,0,Suburban,Single,64,10.0,34,0.0,3,Corporate Auto,Corporate,Offer3,Call Center,307.0,Four-Door Car,Medsize,January
7458,West,3345.0,No,Extended,College,Employed,F,33243,Rural,Married,85,13.0,19,0.0,1,Personal Auto,Personal,Offer2,Call Center,25.0,Four-Door Car,Small,February
7459,West,8794.0,No,Basic,High School or Below,Employed,M,72897,Suburban,Married,73,26.0,96,0.0,2,Personal Auto,Personal,Offer1,Call Center,508.0,Two-Door Car,Medsize,January
7460,West,26570.0,No,Basic,Master,Unemployed,M,0,Suburban,Married,100,16.0,36,0.0,2,Personal Auto,Personal,Offer1,Agent,480.0,Sports Car,Large,February
7461,Central,4306.0,No,Basic,High School or Below,Employed,M,24188,Suburban,Married,109,14.0,82,0.0,1,Personal Auto,Personal,Offer1,Agent,523.0,Sports Car,Medsize,January
7462,North_West,3347.0,No,Extended,High School or Below,Employed,F,37138,Suburban,Single,85,4.0,13,0.0,1,Personal Auto,Personal,Offer1,Branch,612.0,Two-Door Car,Medsize,February
7463,West,10627.0,No,Extended,High School or Below,Medical Leave,F,27339,Rural,Divorced,97,0.0,37,2.0,2,Personal Auto,Personal,Offer1,Branch,45.0,Two-Door Car,Medsize,January
7464,East,3424.0,No,Extended,College,Disabled,F,29958,Suburban,Married,90,8.0,77,0.0,1,Personal Auto,Personal,Offer4,Branch,432.0,Four-Door Car,Medsize,February
7465,East,5554.0,No,Extended,College,Unemployed,F,0,Suburban,Single,92,30.0,64,3.0,3,Personal Auto,Personal,Offer1,Branch,662.0,Four-Door Car,Medsize,January
7466,West,2722.0,No,Basic,High School or Below,Employed,F,43278,Suburban,Married,68,10.0,10,0.0,1,Personal Auto,Personal,Offer2,Call Center,326.0,Four-Door Car,Small,January
7467,Central,15785.0,No,Premium,College,Employed,F,81119,Suburban,Married,196,3.0,67,0.0,3,Corporate Auto,Corporate,Offer4,Web,941.0,Four-Door Car,Medsize,February
7468,North_West,2491.0,Yes,Basic,Doctor,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal,Offer1,Agent,68.0,Four-Door Car,Large,January
7469,Central,24249.0,No,Basic,Bachelor,Employed,F,33651,Urban,Married,69,21.0,37,1.0,2,Personal Auto,Personal,Offer1,Call Center,329.0,Four-Door Car,Medsize,February
7470,North_West,6500.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,61,13.0,37,0.0,2,Personal Auto,Personal,Offer1,Agent,293.0,Four-Door Car,Medsize,January
7471,West,13771.0,Yes,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal,Offer1,Agent,557.0,Four-Door Car,Medsize,February
7472,Central,2658.0,No,Basic,College,Employed,F,22724,Rural,Single,69,21.0,39,0.0,1,Personal Auto,Personal,Offer3,Agent,9.0,Four-Door Car,Medsize,January
7473,Central,4893.0,No,Basic,Bachelor,Employed,F,43199,Suburban,Married,61,23.0,31,0.0,3,Personal Auto,Personal,Offer4,Call Center,334.0,Four-Door Car,Medsize,January
